İl	İlçe	Köy	Merkeze uzaklık (km)	Birincil Öncelik	İkincil	Üçüncül	Telefon	Çocuk	Kadın	Yetişkin	Yaşlı	Hane	Yıkılan	Bilgi Alınan Vakit	Ek
Adıyaman	Tut	Yaylimli	29.94	Gıda (ekmek,su,paketli gıda)				600		1200	300	1900	0	10/02/23 22:45	yok.
Gaziantep	Islahiye	Akınyolu	58.24				05372992499							10/02/23 22:51	ACİL GIDA. Köyde bir yemek şirketi varmış ona temel malzemeler tedarik edilirse köye yemek yapacaklarmış. 
Hatay	Altinözü	Karbeyaz	24.73	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)		1000	1300	3500	1000		0	10/02/23 22:47	Gıda giysi yardımı ulaşmış ama çadır ihtiyacı var.
Hatay	Altınözü	Hatay, Altinözü Kansu	20.31	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)		500	1000	2000	350		0	10/02/23 22:43	Tümör hastası var. İlaç gelecek. Yardım hiç gelmemiş kuru gıda ve yatak ihtiyacı var.
Hatay	Altinözü	Kamberli̇	9.30	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)		500	1200	2500	40		9	10/02/23 22:40	"2 tane minare yıkıldı. Onun dışında 2 hasarlı yapı var.
yakıt yok"
Hatay	Altinözü	Hanyolu	18.25	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be	Gıda (ekmek,su,paketli gıda)		1000	2200	4000	200		0	10/02/23 22:31	"Minare yıkılmak üzere. Çadır hiç gelmedi.
yakıt yok"
Hatay	Altinözü	Hacipaşa	23.84	Isınma (El sobası, battaniye)	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		3000	2500	5000	800		0	10/02/23 22:28	
Hatay	Altinözü	Enek	6.22	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)					1500	500		5	10/02/23 22:26	"yakıt yok
çadır gerekli"
Hatay	Altinözü	Dokuzdal	21.57	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		100	250	600	30	30	40	10/02/23 22:22	Afaddan yardım gelmemiş. Çadır ve soba ihtiyacı var.
Hatay	Altinözü	Çetenli̇	15.90	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)		500	800	2500	150		20	10/02/23 22:19	"yakıt yok
Caminin biri yıkıldı diğerleri de yıkılmak üzere. Vinç gerekli. Alt köy meydanında ölü duruyor kaldıramıyoruz üstünde minare var. Acil sahra hastanesi gerekli."
Adıyaman	Tut	Ünlüce	29.61	Diğer				100	80	150	50	35	0	10/02/23 22:18	Hayvanlar için besin öncelikleri.
Kahramanmaraş	Oni̇ki̇şubat	Büyüksir	37.42	Barınma (Çadır, konteyner gibi)			05386774337			1500			1	10/02/23 22:13	"! KIRMIZI REÇETELİ BEBEK (BEDENSEL ENGELLİ, ZİHİNSEL ENGELLİ)
LUMİNALETTEN (İLAÇ)
RİVOCLON (İLAÇ) EPİLEPSİ
YAŞLI SAYISI FAZLA TANSİYON VE ŞEKER HASTALARI 400-450 KİŞİ"
Kahramanmaraş	Pazarcik	Dedepaşa	56.28	Gıda (ekmek,su,paketli gıda)				12		20	15	26	15	12/02/23 15:34	GÜNCEL EKSİK: Geceleri yatarken soba yakamıyorlar  ısınma sorunları var
Kahramanmaraş	Karahüyük	Pazarcık	60.20	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05367292178					135	25	12/02/23 16:17	GÜNCEL EKSİK: Çadır  ////  Binaların çoğu hasarlı.
Kahramanmaraş	Pazarcık	Çöçelli	62.13	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05377806359	50				400	2	12/02/23 15:27	GÜNCEL EKSİK: Kuru gıda, odun, kömür, çadır   //// sonradan gelenlerle çocuk nüfusu 150. dışarıdan gelenler için 30 çadır ve kuru gıda gerekli. ısıtıcı tüp gerekli.
Kahramanmaraş	Oni̇ki̇şubat	Beşen	8.37	Barınma (Çadır, konteyner gibi)			05377829172	1000	150				20	10/02/23 22:08	"3 YARALI HASTANEYE GİTMEMİŞ ARAÇ YOK
AMBULANS İHTİYACI VAR ZEYNEP AKÇAM BELİ VE AYAĞI KIRIK (ZEYNEP AKÇAM)  
200 ÇADIR İHTİYACI
100DEN FAZLA TANSİYON ŞEKER HASTASI. ACİL İLAÇ"
Kahramanmaraş	Pazarcık	İğdeli	56.96	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05343340964	80		420	300	400	0	12/02/23 15:22	GÜNCEL EKSİK: Gıda ve Çadır ////  40 adet çadır gerekli
Hatay	Altinözü	Büyükburç	11.91	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)		2000	2000	4000	300		1	10/02/23 21:57	YAKIT VE ÇADIR İHTİYACI ÇADIR HİÇ GİTMEMİŞ edit: Afaddan yardım gelmiş ama yatak, ısıtıcı, çadır kuru gıda, un ihtiyaçları var
Kahramanmaraş	Pazarcık	Çiğdemtepe	52.15	Barınma (Çadır, konteyner gibi)	Diğer	Diğer	05382013582	300		588	72	360	0	12/02/23 15:15	GÜNCEL EKSİK: Su yok ayaklı depo yıkıldığı için  kuyudan su çekilemiyor, çadır ihtiyacı var  //// 200 çadır gerekli. yakıt, odun, tüp gerekli. temiz su ihtiyacı var.
Kahramanmaraş	Karaçay	Pazarcık	54.63	Tıbbi yardım malzemeleri						150		60	3	11/02/23 21:19	GÜNCEL EKSİK: Çadır  /////   Yardım ulaşmış şuan iyi durumdalar. Sadece çok fazla yaşlı olduğu için onlara ilaç gerekiyor.
Kahramanmaraş	Pazarcık	Çiçekalanı	48.51	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05386793891	35		70	30	60	4	12/02/23 15:12	GÜNCEL EKSİK: Kuru gıda, un vb. //// Kartalkaya Barajı yolu tamamen kapalı, yardım ulaşmıyor. Akciğer kanseri vatandaş var, yeni ameliyat oldu (ışın tedavisi ve kemoterapi). 10 adet çadır gerekli. un bakliyat, battaniye yorgan, çocuk ayakkabısı, yetişkin ayakkabı mont gerekli.
Kahramanmaraş	Pazarcık	Karabıyıklı, Pazarcık	61.81	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Tıbbi yardım malzemeleri	05336425307			100		65		10/02/23 21:54	Binaların çoğu yıkılmış. Yardım gitmiş fakat yetersiz.
Hatay	Altinözü	Babatorun	18.22	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be	Kıyafet(Ayakkabı, çorap, iç çam		500	1000	2000			45	10/02/23 21:54	yakıt sıkıntıHayvan yemi. Katalitik sobalar için lpg tüp. edit:Yardım ulaşmamış hiç. Çadır, gıda, çocuk bezi, çocuk maması, hasta bezi battaniye ve piknik tüpü ihtiyaçları var elektrikleri yokmuş. Nüfusu 2500 kişi
Kahramanmaraş	Pazarcık	İncirli,Pazarcık	56.08	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Tıbbi yardım malzemeleri	05462442050			30		9	3	10/02/23 20:00	Küçükbaş havanlar telef olmuş. Bütün evler hasarlı olduğu için insanlar dışarıda kendi imkanlarıyla dışarıda kalıyor. Sadece gıda yardımı gitmiş.
Hatay	Altinözü	Avuttepe	19.75	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		300	2000	4000	900		35	10/02/23 21:49	
Hatay	Altinözü	Altinkaya	10.24	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)		1500	2200	5500	350		20	10/02/23 21:45	Banyo gereksinimi var. 
Osmaniye	Bahçe	Aşağı Arıcaklı	35.53	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	Barınma (Çadır, konteyner gibi)		20	35	60	10	50	15	13/02/23 12:20	GÜNCEL EKSİK: 10 Çadır,Hijyen Malzemeleri. sağlık taraması yapılmadı ama durum iyi. /////Makarna, yağ, çay, şeker, çadır ve battaniye ihtiyaçları var. Hazır su kullanıyorlar hala. Su kaynakları yok.
Hatay	Altınözü	Akamber	13.96	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	Kıyafet(Ayakkabı, çorap, iç çam		50	200	450	50		0	10/02/23 21:42	Gerek olmayan şeyler veriliyor. Çeşitli gıdalar gerekli. Su GEREKMİYOR. Edit: Çadır ihtiyaçları var hala.
Kahramanmaraş	Oni̇ki̇şubat	Avcilar	6.59	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	Gıda (ekmek,su,paketli gıda)	05364366559	200		600	40		60	10/02/23 21:31	"dışarıdan gelen nüfus çoğalmış (500 kişi)
"
Kahramanmaraş	Pazarcık	Çiçek	58.02	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		05386793891	12		18	8	13	13	12/02/23 15:03	GÜNCEL EKSİK: Çadır gerekli, içine yatak isteniyor, soba, battaniye, tuvalet ihtiyacı için seyyar tuvalet gibi bir çözüm KÖY KONUM OLARAK EĞLEN KÖYÜNDE ÇADIR KURMUŞ DURUMDA!!!    ////   acil çadır ihtiyacı var 10 adet. yakacak kömür gerekli
Kahramanmaraş	Pazarcık	Büyüknacar	44.89	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Diğer							200	12/02/23 14:19	GÜNCEL EKSİK: Çadır, Kuru gıda, bakliyat  /////  200 adet acil çadır lazım. battaniye ve kömür gerekli. tüm ahırlar yıkılmış. hayvanlar telef olmuş.
Kahramanmaraş	Pazarcık	Bölükçam	49.34				05337416727					100	15	12/02/23 14:07	GÜNCEL EKSİK: Altyapı sorunu su yok, kuyu suyu  paneli sigortası bozuk, başvurulmuş  ama daha yapılamamış, kuru  gıda, hijyen malzemeleri, 2-3 Çadır
Kahramanmaraş	Pazarcık	Aşağımülk	68.43	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Diğer						200	1	12/02/23 13:51	GÜNCEL EKSİK: Çadır, kuru gıda, kömür, ilaç     ////  dışarıdan gelen kişiler var. bunlar için çadır gerekli. 60-70 adet. dışarıdan gelenler için giyecek. kömür gerekli.
Osmaniye	Bahçe	Arıklıkaş	26.41	Barınma (Çadır, konteyner gibi)								420	1	13/02/23 12:46	GÜNCEL EKSİK: çadır. Sağlık taraması yapılmadı ama durum iyi.    //////  İhtiyaç durumu fazla yok. Yalnızca birkaç çadır ihtiyacı temin edilmeye çalışılıyor.
Hatay	Antakya	Açikdere	9.35	Isınma (El sobası, battaniye)	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		600	950	1900	135		30	10/02/23 20:14	telefon çekmiyor
Osmaniye	Bahçe	Aşağıkardere	35.40	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)			106	250	200	186	400	11	13/02/23 12:34	GÜNCEL EKSİK: çadır ve gıda. sağlık taraması yapılmadı. 2-3 engelli var.    /////   Yıkık evlerde insanlar kalamıyor. Çadır eksiği var. Lösemi hastası kontrolleri yapılamıyor. Diyabet hastaları diyalize giremiyorlar.
Kahramanmaraş	Pazarcık	Armutlu	48.64	Barınma (Çadır, konteyner gibi)	Teknik yardım (Powerbank,el fen		05386793891	50		30	170	110	20	12/02/23 13:31	GÜNCEL EKSİK: 5-6 Çadır, çadır içi aydınlatma  için elektrik kablosu    ////    Kartalkaya baraj yolu kapalı, acil açılmalı. yakıt sıkıntısı var. ahırlar yıkılmış. çadırlara elektrik çekecek uzatma kablo gerekli. 40 çadır var. AFAD göndermiş.
Kahramanmaraş	Pazarcık	Akçalar	61.21	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		05424900952					110	0	12/02/23 13:29	GÜNCEL EKSİK: Kuru gıda, makarna, un, nohut  vb., deterjan
Kahramanmaraş	Pazarcık	Akçakoyunlu	57.71				05336425307			370		80	0	12/02/23 13:25	GÜNCEL EKSİK: Kuru gıda, battaniye, çadır
Osmaniye	Bahçe	Burgaçlı	23.11	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	Barınma (Çadır, konteyner gibi)		1000	450	200	100	180	50	13/02/23 12:42	GÜNCEL EKSİK: çadır, battaniye, gıda. Sağlık taraması yapılmadı. 5-6 yatalak hasta var.   ///// Ağırlıklı olarak gıda sıkıntısı yaşanıyor.
Hatay	Dörtyol	Konakli	70.67	Gıda (ekmek,su,paketli gıda)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam						300	0	10/02/23 08:58	
Hatay	Dörtyol	Karakese	69.16	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)						5000	0	13/02/23 17:27	GÜNCEL EKSİK: Çadır ve erzak ihtiyacı (merkezden köylere gelen çok oluyormuş)   /////   sadece yayla yolları kapalı
Osmaniye	Bahçe	Bekdemir Merkez	34.32	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)							550	20	13/02/23 12:12	GÜNCEL EKSİK: çadır. Sağlık taraması yapılıyor. 1 yatalak hasta var. /////  Acil çadır ihtiyacı var.
Kahramanmaraş	Nurhak	Umutlu	44.24	Barınma (Çadır, konteyner gibi)				15						12/02/23 13:08	GÜNCEL: ihtiyaç yok   /////     NÜFUSU BİLMİYOR KALMAYA GELENLER VAR. edit: Çadır lazım.
Hatay	Altınözü	Kılıçtutan	26.35	Kıyafet(Ayakkabı, çorap, iç çam	Hijyen ve sağlık( Ped, bebek be	Gıda (ekmek,su,paketli gıda)		500		300	150	160	0	10/02/23 19:59	Yem yok hayvanlar için telef olmak üzereler. İlaca ihtiyaç var bir konum belirtilirse almak için gidip alabilirler. Köy nüfusu ilçeden gelenlerle arttı yıkılan bina yaralan ve vefat eden insan yok. Bir evin içinde bir sürü aile kalmaya başladı yatağa ihtiyaç var. Bez yardımları yapılmış kaymakamlık ve yardımseverlerden fakat bitmiş
Adana	Gölbaşi	Akçabel	44.90				05353141414			550		230		10/02/23 20:11	50-100 ÇADIR İHTİYAÇ
Adıyaman	Gölbaşi	Balkar	66.56							2500				10/02/23 20:10	200 ÇADIR
Adıyaman	Gölbaşi	Aşağinasirli	62.53							448				10/02/23 20:08	
Osmaniye	Bahçe	Gökmustafalı	33.27	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)		50			40	211	2	13/02/23 11:58	GÜNCEL EKSİK: Erzak,çadır,çocuk bezi. Sağlık taraması yapılmadı 10 yatalak hasta var.   /////   İnsanlar dışarıda yatıyor. Araçlarda ve kendi imkanlarıyla yaptıkları yerlerde kalıyorlar.
Adıyaman	Gölbaşi	Aşağiazapli	69.57	Kıyafet(Ayakkabı, çorap, iç çam	Gıda (ekmek,su,paketli gıda)					384				10/02/23 20:03	20 ÇADIR İHTİYAÇ
Kahramanmaraş	Nurhak	Kiyilar	55.46	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Tıbbi yardım malzemeleri				400				10/02/23 20:01	edit: İHTİYAÇ KALMAMIŞ
Adıyaman	Gölbaşi	Aktoprak	55.21	Gıda (ekmek,su,paketli gıda)						250				10/02/23 20:00	"ateş dürücü çocuklar için 
öksürük şurubu çocuklar için
pişirilmeyen gıda ihtiyaç "
Kahramanmaraş	Nurhak	Kahramanmaraş, Ağcaşar	56.31	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam		05434761109						5	10/02/23 19:57	KÖYDE TELEFON ÇEKMİYOR.
Adana	Gölbaşi	Akçakaya	54.78											10/02/23 19:56	6 ÇADIR İHTİYAÇ
Adıyaman	Gölbaşi	Hamzalar	74.25	Isınma (El sobası, battaniye)			05446120568			400	50	150		10/02/23 19:55	
Hatay	Dörtyol	Altınçağ	73.02	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)							0	13/02/23 17:19	GÜNCEL EKSİK: Soba,battaniye, bebek bezi, bebek maması, ıslak mendil, peçete ihtiyacı var    /////   hasarlı bina sayısı net verilmemiş. tespit çalışmaları devam ediyor.
Hatay	Altınözü	Keskincik	18.64	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be							2500	50	10/02/23 19:45	Köydeki bakkallar kapalı. Gıda ve ilaç çok ihtiyaç var. Köy ilçenin en kalabalık köyü yaklaşık 8000 dendi. Güncel nüfusla artmış fakat net sayı bilinmiyor. 6 yaşındaki bir çocuk birkaç saat önce çıkarıldı. Hâlâ enkaz altında canlı olma ihtimali var
Adıyaman	Gölbaşi	Çeli̇kköyü	66.66	Barınma (Çadır, konteyner gibi)	Tıbbi yardım malzemeleri	Isınma (El sobası, battaniye)								10/02/23 19:52	50 ÇADIR İHTİYAÇ VAR 
Kahramanmaraş	Nurhak	Kahramanmaraş, Hüyük	57.89	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)			65		750	70		5	10/02/23 19:46	ÖLÜ SAYISINA 15 DEDİ AMA MERKEZDE YAŞAYANLARDA DAHİL.ÇADIRLARI YETERSİZ. edit: Hala çadır gelmemiş, tek ihtiyaç.
Adıyaman	Gölbaşi	Harmanli Yeni̇ Mah.	50.87							1700				10/02/23 19:51	şeker, tansiyon, kalp ilaçları lazım
Hatay	Dörtyol	Yeni̇yurt	75.89	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	Hijyen ve sağlık( Ped, bebek be	05308297656					1000	0	10/02/23 09:00	su acil ihtiyaç. hasarlı bina sayısı net belirtilmedi. çok az olduğu söylendi.
Adıyaman	Gölbaşi	Harmanli Kalemkas	48.99	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	Hijyen ve sağlık( Ped, bebek be	05353141414			120				10/02/23 19:48	
Adıyaman	Gölbaşi	Harmanli Çakmak Mah.	50.56	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		05353141414			200				10/02/23 19:46	"Hayvanlar için çadır gerekli 
yemek pişirmek için malzeme gerekli"
Hatay	Dörtyol	Kapılı	76.22										0	13/02/23 16:03	GÜNCEL: eksik yok  /////  hasarlı bina sayısı net söylenmedi. çok az olduğu belirtildi.
Kahramanmaraş	Elbistan	Nurhat, Bariş	63.27	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05424751082			850				10/02/23 19:35	TELEF OLAN HAYVAN SAYISINI BİLMİYOR. ÇOK KALABALIKLAR. ÇADIRA İHTİYAÇLARI VAR. GIDA YARDIMI GİTMİŞ.
Adıyaman	Gölbaşi	Karabahşili	51.34	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	Gıda (ekmek,su,paketli gıda)				160				10/02/23 19:44	"ağrı kesici gerekli
soba gerekli
10 ÇADIR GEREKLİ"
Adıyaman	Gölbaşi	Haydarli	75.09							700				10/02/23 19:43	ihtiyaç yok
Hatay	Erzi̇n	Turunçlu	84.95										0	13/02/23 16:00	GUNCEL EKSIK:YOK
Adıyaman	Gölbaşi	Çataltepe	62.92	Barınma (Çadır, konteyner gibi)			05373162665							10/02/23 19:41	"Çataltapa merkezköy yoluna taş düşmüş yollar sıkıntılı
30 ÇADIR İHTİYAÇ VAR"
Hatay	Erzi̇n	Yoncadüzü	83.78	Barınma (Çadır, konteyner gibi)									0	13/02/23 15:43	GUNCEL EKSIK:Daha önce yardım gelmemiş gıda ve çadır (20 tane) ihtiyaçları var
Adıyaman	Gölbaşi	Çatalağaç	73.99							450				10/02/23 19:37	15 ÇADIR İHTİYAÇ
Hatay	Erzi̇n	Yeşi̇ltepe	79.52									420	0	13/02/23 15:38	GUNCEL EKSIK: YOK
Adıyaman	Gölbaşi	Belöğren. Merkez Mah	66.83	Hijyen ve sağlık( Ped, bebek be	Barınma (Çadır, konteyner gibi)									10/02/23 19:34	100 ÇADIR İHTİYAÇ VAR
Hatay	Erzi̇n	Kuyuluk	80.41	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)							150	0	13/02/23 14:57	GUNCEL EKSIK: Yardım gelmemiş, köy içinde çok yardıma gerek duymuyorlarmış fakat dışarıdan gelenler olduğundan çadıra ihtiyaçları varmış (15-20 tane)////çadır acil ihtiyaç
Adıyaman	Gölbaşi	Belören	66.83	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)					1000				10/02/23 19:33	50-80 çadır ihtiyaç var
Hatay	Erzi̇n	Kizlarçayi	81.79	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Isınma (El sobası, battaniye)							0	13/02/23 14:51	GUNCEL EKSIK: Çadır  ihtiyacı var (8-10 tane)
Adıyaman	Gölbaşi	Balkar	66.56	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)					2500		550	60	10/02/23 19:29	"ısıtıcılar gerekli
50 ÇADIR GEREKLİ"
Osmaniya	Bahçe	Nohut	27.97	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	Kıyafet(Ayakkabı, çorap, iç çam						163	15	13/02/23 11:43	GÜNCEL EKSİK: çadır ve gıda. sağlık taraması yapılmadı ve 5 kanser hastası var.   /////  Çocuk maması ve bezi ihtiyaçları var. Gıda olarak kuru bakliyat ihtiyacı var. Yetişkin bezi ihtiyacı var.
Adıyaman	Gölbaşi	Karabahşili	51.34	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)								10/02/23 19:26	160 NÜFUS, 10 ÇADIR, BOT, BATTANİYEİ GIDA GEREKLİ. YARDIMLAR YETERSİZ. ELEKTRİK YOK SOBA GEREKLİ. AĞRI KESİCİ GEREKLİ.
Malatya	Doğanşehi̇r	Findikköy	51.54	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam	05367664476	60	150	300	60		80	10/02/23 19:24	"YAKIT LAZIM 
ÇOK FAZLA KAPALI YOL VAR
ÇADIR ACİL LAZIM"
Adıyaman	Gölbaşi	Haydarli	75.09											10/02/23 19:25	700-800 NÜFUS. İHTİYAÇ YOK
Adıyaman	Gölbaşı	Harmanlı Yeni	50.87											13/02/23 16:06	GÜNCEL: ihtiyaç yok. sağlık taraması yapıldı ve durum çok iyi.   //// NÜFUS 1700. ELEKTRİK VAR. AĞRI KESİCİ, ŞEKER, TANSİYON, KALP İLAÇLARI.
Malatya	Doğanşehi̇r	Eski̇köy	34.24	Barınma (Çadır, konteyner gibi)			05303633548	15	45	90	10		120	12/02/23 13:35	GUNCEL EKSİK: Çadır Acil //// Yakıt sıkıntısı var YOLLAR AĞIR HASARLIACİL ÇADIR LAZIM
Adıyaman	Gölbaşi	Harmanli	48.99	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	Isınma (El sobası, battaniye)								10/02/23 19:20	NÜFUS 150, VEFAT 20. KADIN - ÇOCUK(10 YAŞ) İÇ ÇAMAŞIRI, 40-45 NO ERKEK AYAKKABI, 36-38 NO KADIN AYAKKABI ELSOBASI, HİJYENİK PED GEREKLİ. ELEKTRİK SU YOK.
Adıyaman	Gölbaşi	Harmanli	50.56	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be								10/02/23 19:15	NÜFUS 200, YEMEK PİŞİRMEK İÇİN MALZEME, HAYVANLAR İÇİN ÇADIR GEREKLİ. ELEKTRİK VE SU YOK.
Adıyaman	Gölbaşi	Hamzalar	74.28	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)							140		13/02/23 16:01	GÜNCEL EKSİK: kuru gıda. sağlık taraması yapıldı durum çok iyi    ////  NÜFUS 400, İNSANLAR İÇİN 100, HAYVANLAR İÇİN 30-40 ÇADIR, SOBA VE KÖMÜR GEREKLİ, YAŞLI SAYISI FAZLA
Adıyaman	Gölbaşi	Çataltepe	62.92	Barınma (Çadır, konteyner gibi)			05373162665							10/02/23 19:05	NÜFUS 350. VEFAT 4. 30 ÇADIR GEREKLİ. AFAD İLE GÖRÜŞÜLMÜŞ. YOLLAR SIKINTILI
Osmaniye	Bahçe	Yaylalık	37.42	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)						60	94	5	13/02/23 11:40	GÜNCEL EKSİK: çadır. sağlık taraması yapılmadı ama durum iyi.  /////   En az 10 çadır ihtiyaç var. Köy olarak dışarıda kalmışlar.
Adıyaman	Gölbaşi	Çatalağaç	73.99	Barınma (Çadır, konteyner gibi)										10/02/23 19:03	 NÜFUS 450. 15 ÇADIR GEREKLİ
Adıyaman	Gölbaşi	Belören	66.83	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be									10/02/23 19:02	100 ÇADIR, HİJYENİK PED, ÇOCUK BEZİ GEREKLİ
Adıyaman	Gölbaşi	Belören	66.91	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)									10/02/23 19:00	1000 NÜFUS, 50-80 ÇADIR GEREKLİ ELEKTRİK YOK
Adıyaman	Gölbaşi	Balkar	66.55	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)							550	60	10/02/23 18:37	2500 NÜFUS, 50 ÇADIR,ODUN SOBASI VE ODUN, ELSOBASI GEREKLİ. ELEKTRİK YOK
Malatya	Doğanşehi̇r	Esentepe	47.57	Barınma (Çadır, konteyner gibi)			05394324880	200	200	400	150		50	10/02/23 18:54	"Yakıt sıkıntısı var 
seyyar tuvalet lazım
BARINMA İHTİYAÇLARI ACİL"
Malatya	Doğanşehi̇r	Çömlekoba	43.16	Barınma (Çadır, konteyner gibi)			05362870980	5	130	250	50		0	12/02/23 13:16	GUNCEL EKSİK: Çadır ACİL ////KALP VE ŞEKER İLAÇLARI LAZIM
Osmaniye	Bahçe	İnderesi	39.91	Barınma (Çadır, konteyner gibi)				40			12	45	0	13/02/23 12:39	GÜNCEL EKSİK: çadır. sağlık taraması yapıldı ve durum iyi.   ////   Yalnızca 1 çadır geldi. Özellikle çadır ihtiyacı var. Bizden öncelikli gidilmesi gereken yerler var dendi.
Malatya	Doğanşehi̇r	Elmali	59.93	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Kıyafet(Ayakkabı, çorap, iç çam	05334912477	100	175	350	30		300	12/02/23 13:25	GUNCEL EKSİK: Çadır, odun, soğan ve patates ///// yakıt ihtiyacı
Malatya	Doğanşehi̇r	Dedeyazi	41.96	Barınma (Çadır, konteyner gibi)	Barınma (Çadır, konteyner gibi)		05514379172	5	60	120	20			12/02/23 13:02	GUNCEL EKSİK: Çadır ve Battaniye //// TEKERLİKLİ SANDALYE LAZIM KÖMÜR İHTİYACI VAR
Malatya	Doğanşehi̇r	Çiğlik	43.24	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam		05379355806	200	175	350	50		100	12/02/23 13:13	GUNCEL EKSİK: Çadır, soba, yetişkinler için kıyafet ////araç sıkıntısı yok yakıt sıkıntısı var, hasarlı yollar mevcut
