İl,İlçe,Köy,Merkeze uzaklık (km),Birincil Öncelik,İkincil,Üçüncül,Telefon,Çocuk,Kadın,Yetişkin,Yaşlı,Hane,Yıkılan,Bilgi Alınan Vakit,Ek
Hatay,Reyhanlı,Oğulpinar,44.79,,,,05376302651,,,,,,,09/02/23 20:49,AHIRLAR YIKILMIŞ. ACİL İHTİYAÇ OLMADIĞI SÖYLENDİ.
Hatay,Reyhanlı,Suluköy,25.95,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05317142424,,,,,,,1675974180000,"NÜFUS 300. AFAD 3 ÇADIR VERMİŞ AMA YETERSİZ. edit: KURU GIDA, ÇADIR, BATTANİYE, SU İHTİYACI VAR"
Hatay,Samandağ,Kuşalani,17.84,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05356504888,,,,,,15,1675974900000,6 KİŞİ HALA ENKAZDA 
Gaziantep,Islahiye,Telli,68.70,"Kıyafet(Ayakkabı, çorap, iç çam","Teknik yardım (Powerbank,el fen","Isınma (El sobası, battaniye)",05379223997,,,,,,7,1675974480000,
Hatay,Samandağ,Fi̇danli,13.49,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",,05322656033,,,,,,,1675974660000,"Hastane yıkıldığı için ulaşılmıyor 
"
Hatay,Samandağ,Çamliyayla,18.50,Diğer,,,05387432069,,,,,,0,1675974180000,"araç var fakat, yakıt yok
hasarlı binalar var
yollar kapalı"
Gaziantep,Islahiye,Örtülü,58.80,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",Diğer,05324580079,,,,,,0,1675974000000,
Hatay,Reyhanlı,Oğulpınar,44.80,"Gıda (ekmek,su,paketli gıda)",,,05376302651,,,,,,,1676212200000,GÜNCEL EKSİK: acil çadır gerekli.   ////  AFADDAN 3 ÇADIR VERİLMİŞ AMA YETERSİZ. 300 NÜFUS.
Hatay,Samandağ,Çanakoluk,9.99,"Hijyen ve sağlık( Ped, bebek be","Gıda (ekmek,su,paketli gıda)",,05383387400,,,,,,,1675973520000,"Elektrik, su yok şebeke sıkıntılı, mazot ihtiyacı var
hayvanlara yem ihtiyacı var
Hasarlı binalar var"
Hatay,Reyhanlı,Paşaköy,31.18,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Teknik yardım (Powerbank,el fen",,,,,,,,1676302920000,"GÜNCEL EKSİK: çadır, kuru gıda, battaniye.  sağlık taraması yapılmadı ama durum iyi  /////YARDIM GİTMEMİŞ. ACİL İHTİYAÇLAR: ÇADIR, BATTANİYE, KURU GIDA    ////  ÇADIR, ISITICI, BATTANİYE, ÇOCUK BEZİ İHTİYAÇLARI VAR"
Hatay,Reyhanlı,Paşahöyük,33.43,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,,,1676216220000,"GÜNCEL EKSİK: gıda,  su, 20 çadır, odun. yardımlar yetersiz. 2 yatalak hasta var.    /////   ODUN, GIDA, SU, ISITICI, ÇADIR İHTİYAÇLARI DEVAM EDİYOR     ////  1000 NÜFUS VAR. ÇOCUK KIYAFETİ İHİTYACI VAR. edit:İÇEÇEK, GIDA, EKMEK, ISITICI VEYA ODUN, 10 TANE ÇADIR, SU İHTİYACI VAR"
Hatay,Reyhanlı,Kumtepe,23.10,,,,,,,,,,,1676210400000,GÜNCEL EKSİK: acilen çadır isteniyor. köyde sular akmıyor.    ////  1 YENİ TIR GEMİŞ. ŞU ANLIK YARDIM İHTİYACI YOK. edit: Çadır ve su ihtiyaçları var
Hatay,Reyhanlı,Kuletepe,28.60,"Gıda (ekmek,su,paketli gıda)",,,,,,,,,,1676302320000,"GÜNCEL EKSİK: 20 çadır. sağlık taraması yapılmadı ama durum iyi. ////  çadır ve battaniye ihtiyacı devam ediyor.     /////   SU İHTİYACI VAR. edit:ÇADIR, BATTANİYE İHTİYAÇLARI VAR"
Hatay,Reyhanlı,Karahöyük,30.70,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be","Barınma (Çadır, konteyner gibi)",,,,,,,0,1676302020000,"GÜNCEL EKSİK: hiçbir yardım gitmemiş önceden de belirtilen ihtiyaçlar acil isteniyor.     2 JENERATÖR, 10 ÇADIR, İÇME SUYU, YAŞLILARA VE ÇOCUKLARA BEZ, KADIN PEDİ İHTİYACI VAR. edit: EN AZ 1 ADET JENERATÖR, GIDA, BATTANİYE, ISITICI, İÇ ÇAMAŞIRI, ÇADIR"
Gaziantep,Islahiye,Yesemek,59.32,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,80,,0,1675972860000,İhtiyaç Yok.
Hatay,Reyhanlı,Harran,40.44,,,,05353133025,,,,,,,1676206800000,"GÜNCEL EKSİK: çadır, kuru gıda. yardım gitmemiş.    ////   İHTİYAÇ YOK DENDİ. ACİL İHTİYAÇLAR: ÇADIR, KURU GIDA"
Hatay,Reyhanlı,Göktepe,30.77,,,,,,,,,,,1676301720000,"GÜNCEL EKSİK: çadır, ısıtıcı . sağlık taraması yapılmadı ama durum iyi  //// 15-20 paket kuru gıda. çadır gerekli  ////  YOLLAR GÖÇÜK ALTINDA. KAYIPLAR VAR. ACİL YARDIM BÖLGESİ. ÇOK ACİL ÇADIR İHTİYAÇLARI VAR"
Hatay,Samandağ,Büyükoba,18.91,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,05355763386,,,,,,0,1675972860000,"araç sıkıntısı yok, yakıt sıkıntısı var
yıkılan bina yok fakat sadece hastaneler yıkılmış"
Hatay,Reyhanlı,Gazimürsel,37.32,,,,05317142424,,,,,,,1676206800000,GÜNCEL EKSİK: 5 adet çadır       /////   YARDIMA İHTİYAÇ YOK DENDİ.
Hatay,Reyhanlı,Fevzipaşa,43.00,,,,05353369804,,,,,,,1676206800000,GÜNCEL: sadece çadır   //////  İHTİYAÇ YOK DENDİ.
Hatay,Reyhanlı,Davutpaşa,42.11,"Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,,1676301420000,"GÜNCEL EKSİK: battaniye, soba, çadır.  sağlık taraması yapılmadı ama durum iyi //// çadır, battaniye, ısıtıcı  1000 KİŞİLİK NÜFUS, 1000 SURİYELİ"
Hatay,Reyhanlı,Cilvegözü,43.22,,,,05356660959,,,,,,,1675972620000,"NET İLGİ EDİNİLMEDİ. ENKAZ VE ÖLÜ YOK. YARDIM GİTMEMİŞ. ACİL İHTİYAÇ: BATTANİYE, ERZAK, ÇOCUK BEZİ, ÇADIR"
Hatay,Reyhanlı,Bükülmez,44.96,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam","Isınma (El sobası, battaniye)",,,,,,,,1676300820000,"GÜNCEL EKSİK: kuru gıda, un, battaniye, çadır.  sağlık taraması yapılmadı ama durum iyi //// battaniye ve çadır acilen isteniyor. ////2000 NÜFUS. HİÇ KİMSE GİTMEMİŞ. ACİL İHTİYAÇLAR: ÇADIR, BATTANİYE, EKMEK, SU"
Hatay,Reyhanlı,Beşaslan,29.72,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,,,1676300580000,"GÜNCEL EKSİK: battaniye, çadır, kuru gıda.  sağlık taraması yapıldı durum iyi //// çadır ve gıda hala gitmemiş. Kıyafet istenmiyor. //// 450 HANE VAR. ENKAZ ALTINDA 5-6 HANE VAR. GİYİM İHTİYACI YOK.ACİL İHTİYAÇLAR: GIDA VE ÇADIR İHTİYAÇLARI VAR. KIYAFET İSTENMİYOR."
Hatay,Reyhanlı,Akyayla,40.52,,,,05365426486,,,,,,,1676205900000,"GÜNCEL EKSİK: çadır. diğer eksikler karşılanmış.   ////  HERHANGİBİR YARDIM GİTMEMİŞ. ACİL İHTİYAÇLAR: ÇADIR, KURU GIDA"
Hatay,Reyhanlı,Ahmetbeyli,34.70,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,05374245148,,,,,,6,1676203200000,GÜNCEL: Yardımlar ulaşmış şu an bir sıkıntı yok
Hatay,Samandağ,Batıayaz,15.71,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",05353362838,,,,,,0,1675971780000,Evler hasarlı olduğundan dolayı insanlar dışarıda.
Hatay,Kırıkhan,Abalaklı,45.01,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,200,,250,30,,30,1675971780000,"YAKIT YOK, Çadır gerekli"
Hatay,Samandağ,Yeşi̇lyazi,16.48,"Gıda (ekmek,su,paketli gıda)",Tıbbi yardım malzemeleri,"Isınma (El sobası, battaniye)",05333827321,,,200,,,0,1675971000000,"Afad ekipleri gitmemiş, acil gıda yardımları isteniyor. "
Hatay,Defne,Yaylacik,11.10,"Isınma (El sobası, battaniye)","Isınma (El sobası, battaniye)","Isınma (El sobası, battaniye)",05364728197,,,,,,,1675972440000,"var, şeker tansiyon ilacı, insülin ilacı ihtiyacı. Çocuklar için ateş düşürücü, şurup,ağrı kesici ihtiyacı var."
Hatay,Hassa,Yukarıbucak,65.56,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Kıyafet(Ayakkabı, çorap, iç çam",,30,,500,,,,1676203200000,"GÜNCEL EKSİK: Gıda ihtiyaçları var. çadır ve kıyafet ihtiyacı giderilmiş ///// önceki bilgi: Araç sıkıntısı bazen oluyor, muhtar merkezden çadır almaya gittiğinde araç konusunda yardımcı olmuşlar. Afad'dan yardıma gelinmiş ama çoğu enkazedeyi köylü çıkarmaya çalışmış. Binaların %80 i yıkılmış geri kalanlar da hasarlı. Kadın nüfusu yarı yarıya. Yaşlı nüfusu çok az çoğu da vefat etmiş"
Hatay,Samandağ,Vakıfköy,19.28,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05324835738,30,50,65,30,,0,1676193300000,"!EKSİKLER: plastik tabak,çatal,kaşık,bıçak"
Hatay,Antakya,Saraycik,4.54,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,,,,,,,1675972320000,"Binalar hasarlı olduğundan, acil çadıra, battaniyeye ihtiyaç var. Köye defnedilen çok olduğu için sıkıntılar yaşanıyor su vs ihtiyacı var. Mazot yok. İlaç ihtiyaçları var ."
Hatay,Samandağ,Yoğunoluk,18.06,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05324216388,,,1500,,,7,1676198700000,!!Tüm ihtiyaçlar gelmiş. Yalnızca ÇADIR gerekli
Hatay,Antakya,Saçakli,17.22,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05326760052,,,,,,0,1675972200000,"Çoğu hasarlı binalar olduğu için acil çadıra, gıdaya ve yakacak ürüne ihtiyaçları var. İlaç ihtiyaçları karşılanmış.Arabaları var ama mazot bulamıyorlar. "
Hatay,Samandağ,Uzunbağ,12.86,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",05383387400,1000,2500,2900,1000,,5,1675971840000,Çift şerit yolun tek şeridi yıkılmış. tek taraftan ulaşım sağlanıyor.  Fakat bölgeye ekip gönderilmesine rağmen can güvenliği sorunu yaşanmakta. Suriyeli yerleşik halk yardımı kabul etmemekte.
Hatay,Antakya,Melekli̇,17.04,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)","Isınma (El sobası, battaniye)",,,,,,,5,1675972140000,İyi durumda olduklarını evlerin genelinde hasar olmadığını yakacak (kömür-odun) ve gıda ihtiyaçları olduklarını söylendi.
Hatay,Antakya,Mansurlu,6.65,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",05356010646,,,,,,0,1675972020000,"Acil olarak çadıra, gıdaya ihtiyaçları var. Su hala verilmemiş,ihtiyaçları var."
Hatay,Antakya,Madenboyu,14.87,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,5,1675969440000,Acil olarak gıda-battaniye-mazot-içme suyuna ihtiyaçları var. Diyaliz hastaları varmış.
Hatay,Arsuz,Hacıahmetli,29.09,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05355910997,400,1600,2000,600,,4,1675969980000,edit:Afaddan yardım gelmemiş çadır ve gıda ihtiyacı var
Hatay,Samandağ,Tomruksuyu,11.34,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05324634953,1200,2000,2500,700,,0,1676194740000,"! EKSİKLER: gıda, sıvı sabun, çadır, jeneratör. yalnızca kıyafet yardımı gelmiş. kıyafete ihtiyaç yokmuş"
Gaziantep,Islahiye,Yukarıbilenler,69.05,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05372992499,,,,,,0,1675971300000,
Hatay,Kırıkhan,Adalar,45.23,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,100,,270,150,,0,1675971540000,"HASTANEYE ERİŞİMLERİ YOK. EN YAKIN HASTANE ADANADA. Çadır, kuru gıda, çocuk bezi lazım."
Hatay,Samandağ,Tekebaşı,22.56,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be","Barınma (Çadır, konteyner gibi)",05355446125,4000,5000,6000,2000,,0,1676191500000,"yardımlar ulaşmış. EKSİKLER: çadır, ısınma için araç-gereç, mezar taşı yapabilmek için pirket veya o türde bir malzeme ihtiyacı var."
Hatay,Arsuz,Gülci̇han Arsuz,34.25,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05325148779,120,180,360,120,,0,1675968120000,"yapıların çoğunda hasar olmadığı için köye gelen misafir çok. o sebeple ekstra çadır, malzeme gerekli.  "
Hatay,Samandağ,Meydan,24.92,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",05352522000,1000,1800,2000,500,,0,1676191500000,"EKSİKLER: gıda, çadır, ısıtıcı, çocuk bezi ve çocuk maması acil ihtiyaç. Yeterli yardım ulaşmamış."
Gaziantep,Islahiye,Yolbaşı,69.29,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05322211934,,,,30,,0,1675970700000,"Çadır ihtiyacı var insanlar evine girmeye korkuyor, ilçe merkezi sıkıntılı"
Hatay,Samandağ,Kuşalanı,17.84,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",05356504888,,,,,,15,1675970520000,"En önemli ihtiyaç gıda, çadır hayvanlar için yem. Kesinlikle çadır gitmesi lazım insanlar dışarda şu an!!!!"
Hatay,Samandağ,Karaçay,10.45,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05322628853,,,,,,5,1675969740000,
Hatay,Derekuyu,Arsuz,28.51,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05359561564,,,,,,,1675967460000,Toplam nüfus 750. Hasarlı binalar içine girilemeyecek durumda. Afad yardımı ulaşmamış ama kaymakamlıktan yardım gelmiş kuru gıda ve çadır ihtiyacı hala var.
Hatay,Samandağ,Fidanlı,13.76,"Gıda (ekmek,su,paketli gıda)",,,05322656033,,,,,,6,1675969200000,Gıda ihtiyacı
Hatay,Yayladağı,Yukarıpulluyazı,36.09,"Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam","Gıda (ekmek,su,paketli gıda)",05386701262,30,50,70,150,,0,1675968480000,"Mazot yok
Hatay'ın genelinde mazot, benzin, tüp sıkıntısı var.
Kıyafet ve un, şeker isteniyor.
Yetişkin kıyafeti isteniyor.
İç çamaşır ve ayakkabı isteniyor."
Hatay,Reyhanlı,Uzunkavak,31.61,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05327784302,,,,,,,09/02/23 15:58,
Hatay,Samandağ,Çubukçu,10.87,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",05364691072,,,,,,0,1675968420000,Yakıt yok
Hatay,Yayladağı,Yukarıokçular,12.70,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be","Kıyafet(Ayakkabı, çorap, iç çam",,2000,1500,3200,800,,3,1675967700000, un istiyor yemek ve gıda istiyor 250 koli
Hatay,Samandağ,Çanakoluk,9.99,"Gıda (ekmek,su,paketli gıda)","Teknik yardım (Powerbank,el fen","Hijyen ve sağlık( Ped, bebek be",05383387400,,,,,,2,1675967580000,"Mazot eksiği, yem eksiği. 10 tane kronik hasta 2si diyalize bağlı"
Hatay,Yayladağı,Yoncakaya,22.29,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,350,300,500,250,,30,1675966860000,
Hatay,Antakya,Çamlıyayla,10.63,"Gıda (ekmek,su,paketli gıda)",,,05387432069,,,,,,0,1675966800000,"Yakıt sıkıntısı, yem sıkıntısı"
Kahramanmaraş,Dulkadiroğlu,Beşenli,40.01,"Isınma (El sobası, battaniye)","Kıyafet(Ayakkabı, çorap, iç çam","Barınma (Çadır, konteyner gibi)",05339650733,50,130,250,50,,10,1675967280000,
Kahramanmaraş,Dulkadiroğlu,Bulanık,33.50,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05325641852,2500,1500,3000,1000,,400,1675967040000,barınma sorunu acil. doktora ulaşım yetersiz
Kahramanmaraş,Dulkadiroğlu,Çatmayayla,20.48,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,100,400,800,300,,20,1675966740000,
Hatay,Yayladağı,Yalaz,30.26,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam","Hijyen ve sağlık( Ped, bebek be",,25,150,300,50,,0,1675966260000,
Hatay,Antakya,,5.99,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",05355074206,,,,400,,0,1675965660000,Geçimlerini hayvancılıkla sürdürdükleri için yem sıkıntısı çekilmektedir. Ayrıyeten yakıt sıkıntısı vardır
Kahramanmaraş,Dulkadiroğlu,Başdevrişli,30.69,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,100,150,300,45,,10,1675966320000,
Kahramanmaraş,Dulkadiroğlu,Boyalı,22.18,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,150,100,200,40,,0,1675966140000,
Hatay,Altınözü,Üçırmak,25.41,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be","Isınma (El sobası, battaniye)",,7,15,25,2,,0,1675965300000,"Çadır yetersiz çadır isteniyor.
Un isteniyor."
Hatay,Payas,Kozludere,62.53,"Barınma (Çadır, konteyner gibi)",,,05355443794,350,,,,,6,1675958040000,Sadece çadır lazım.
Kahramanmaraş,Dulkadiroğlu,Arslanbey,51.71,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,250,150,300,30,,60,1675965900000,
Kahramanmaraş,Dulkadiroğlu,Ağabeyli,25.96,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,60,125,250,45,,15,1675965600000,
Hatay,Kumlu,Doğuayrancı,38.51,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,50,,,5,,22,1676200560000,"GUNCEL EKSIK: ACİLL 20 adet çadır ve kuru gıda////Yardım gelmiş ama çocuk kıyafeti çıkmış içinden daha çok. Bizde çocuk pek yok, yazık oldu diyor. Acil ihtiyaçları gıda."
Hatay,Antakya,Batıayaz,22.86,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",05353362838,,,,,,0,1675965120000,
Kahramanmaraş,Dulkadiroğlu,Abbaslar,47.84,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,400,250,500,70,,40,1675963020000,bazı yollarda hasar mevcut
Hatay,Kumlu,Kaletepe,38.43,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,200,,,50,,6,1675960020000,Korkudan dışarda yatıyormuş insanlar onun için çadır olabilir dedi ama genel durumu iyi olan köylerden biri. 
Hatay,Yayladağı,Şakşak,25.63,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam","Barınma (Çadır, konteyner gibi)",,,,,,,0,1675964760000,Köyde hasar yok fakat merkezden köylere akrabalarına ve evlerle gelen çok kişi var bir evde çok kişi kalıyor.
Hatay,Kumlu,Akkuyu,34.31,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,300,,,35,,2,1676199840000,"GUNCEL EKSIK: 15 ÇADIR,ÇOCUK BOTU,KURU GIDA, TEMİZLİK MALZEMELERİ////Bir tır su gelmiş. En acil ısıtıcı, gıda ve çadır."
Hatay,Yayladağı,Sürütme,21.42,"Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam","Gıda (ekmek,su,paketli gıda)",,22,112,180,100,,0,1675964040000,"mazot yok
mama ve çocuklar için ihtiyaç olabilecek her şey, kıyafet, gıda isteniyor
ısıtıcı isteniyor"
Hatay,Kırıkhan,Kamberlikaya,45.49,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",,20,,260,20,,3,1675963380000,"Köyümüzün nüfusu ilçeden gelen akrabalarla 2 katı arttı. Evlerimizde hafif hasar var çatlaklar gibi. İki hafif yaralımız var. Çadır ve jeneratör lazım. edit: Çadır , odun ve kömür ihtiyaçları var"
Hatay,Yayladağı,Sebenoba,21.30,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",,,,,,,0,1675963440000,
Hatay,Yayladağı,Olgunlar,26.26,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam","Hijyen ve sağlık( Ped, bebek be",,30,250,200,100,,3,1675962720000,"mazot  ihtiyacı var 
bir an önce yardım gelmesi isteniyor
ayakkabı ve kışlık kıyafet isteniyor"
Hatay,Kırıkhan,"Kangallar, Kırıkhan",33.07,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",Tıbbi yardım malzemeleri,,70,100,260,20,,0,1675960980000,"Yardım geldi bir kaç kez özel kurumlardan. Battaniye, çeşitli gıda, bisküvi, tatlı gibi ama kuru gıda gelmedi. İlçeden gelen akrabalar nedeniyle şu anda nüfusumuz 2 katı bu nedenle kuru gıda ihtiyacımız var. 
 Afad'a ve kaymakamlığa ulaşabiliyoruz. "
Kahramanmaraş,Elbistan,Kalealtı,48.71,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05414967848,,,,80,,150,1676205120000,"GÜNCEL EKSİK: sadece çadır isteniyor (150 adet)  ////  Çadır sadece cenaze sahiplerine verilmiş. Eksik var. Kayıp olan kişi - Bayram Celal, kurtarma amaçlı gitmiş."
Hatay,Kumlu,Hamam,40.51,,,,,,,,,,,1675962420000,"Çok yardım gelmiş, hiçbir ihtiyaçları yokmuş. Acelesi vardı sanırım diğer soruları sorma fırsatım olmadı."
Kahramanmaraş,Ekinözü,Kabaktepe,32.32,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,500,,,12,1675948260000,hasarlı bina sayısı tam bilinmiyor.
Hatay,Kumlu,Batıayrancı,35.91,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,300,,,30,,2,1676200680000,"GUNCEL EKSIK: Çadır, kuru gıda////18 kişi şehir merkezinde kaldıkları yerde hayatlarını yitirmiş, köyde değil."
Kahramanmaraş,Elbistan,İğde,47.30,,,,05442334040,,,,,,,1676202660000,"GÜNCEL EKSİK:  kuru gıda, yağ, çay ihtiyaçları var.   //// nüfus sayıları tam bilinmiyor. çok fazla yıkılan ve hasarlı yapı var."
Kahramanmaraş,Elbistan,Horhor,94.14,,,,05515956446,0,,9,4,,0,1675944840000,
Kahramanmaraş,Elbistan,Hasanalili,83.37,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,10,,30,10,,50,1675944120000,vefat edenler bu köyde nüfusa kayıtlı ama antakyadalardı
Hatay,Kumlu,Muharrem,35.27,"Gıda (ekmek,su,paketli gıda)",,,,,,,,,0,1676200440000,GUNCEL EKSIK: YOK////Can ve mal kaybı olmayan bir köy ama gıda yardımına ihtiyaç var dedi muhtar. Hiç yardım ulaşmamış.ACİL! 5 gündür hiç yardım gitmemiş. Herkes aç diyor.
Kahramanmaraş,Elbistan,Güplüce,49.18,Diğer,"Barınma (Çadır, konteyner gibi)",,05389549381,15,,170,15,,0,1676202360000,"GÜNCEL EKSİK: (kuru gıdalar,yağ, bakliyat) ve kömür ihtiyacı ////   1. öncelik ihtiyaç odun kömür"
Hatay,Kumlu,Keli,41.04,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,5,1675960860000,Çadır acil ihtiyaç. Gıda olarak da kuru bakliyat.
Hatay,Kumlu,Kaletepe,61.01,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",,380,,600,20,,,1675960080000,bizde hasar olmadı evler tek katlı olduğu için. ilçeden çok akrabalar geldi.  1000 olan nüfusumuz 2 katı arttı. 100 kadarı bebek. temel gıdaya çok ihtiyacımız var. giysi vb. ihtiyacımız yok. 
Hatay,Kumlu,Kırcaoğlu,38.51,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",,,,,,,,15,1676200200000,GUNCEL EKSIK: YOK ////En büyük sıkıntıları su. Diğer ihtiyaçları dünden itibaren kaymakamlık tarafından karşılanmaya başlamış. Asıl yardımı Hatay merkeze yapın diye ekledi.
Hatay,Kumlu,Akpınar,42.10,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",Diğer,,,,,30,,40,1675959120000,"yoğunluk kıyafet, ciddi gıda eksikleri var."
