İl,İlçe,Köy,Merkeze uzaklık (km),Birincil Öncelik,İkincil,Üçüncül,Telefon,Çocuk,Kadın,Yetişkin,Yaşlı,Hane,Yıkılan,Bilgi Alınan Vakit,Ek
MALATYA,YEŞİLYURT,ŞAHNAHAN,12.54,"Barınma (Çadır, konteyner gibi)",,,05368932107,,,,,,,12/02/23 18:48,"NÜFUS 5000-6000, DİĞER YARDIMLAR GUNCEL EKSIK: Çadır////GELMİŞ 50 ÇADIR GEREKLİ"
MALATYA,YEŞİLYURT,SÜTLÜCE,16.89,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05362952642,,,,,,,12/02/23 18:45,"GUNCEL EKSIK: Çadır, Isınma Malzemesi, (Çöp birikmesi var)////NÜFUS 2000, BELEDİYE KAPANAN YOLLARI AÇMIŞ, YARDIM GELMEMİŞ, 50 ÇADIR GEREKLİ"
MALATYA,YEŞİLYURT,SULUKÖY,16.89,"Barınma (Çadır, konteyner gibi)",,,05325412975,,,,,,,12/02/23 18:40,"GUNCEL EKSIK: Yoğun bir şekilde göç aldığı için, Gıda, Isınma ve Barınma Malzemesi eksikliği ortaya çıktı////NÜFUS 1700, VEFAT EDEN KİŞİ SAYISI 15,  30-40 ÇADIR GEREKLİ"
MALATYA,YEŞİLYURT,SAMANKÖY,8.75,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05375756519,,,,,300,,10/02/23 16:12,YARDIM GELDİ AMA YETERSİZ
MALATYA,YEŞİLYURT,ÖZAL,13.74,"Barınma (Çadır, konteyner gibi)",,,05362764542,,,,,,,12/02/23 18:35,"GUNCEL EKSIK: Çadır ////NÜFUS 1718, 60 TANE ÇADIR GEREKLİ"
Malatya,Yazıhan,Ambarcık,25.76,,,,05342776282,,,,20,100,0,12/02/23 20:43,GUNCEL EKSİK: 5 ADET ÇADIR
MALATYA,YEŞİLYURT,ÖNCÜ,20.08,"Gıda (ekmek,su,paketli gıda)",,,05389777242,,,,,,,10/02/23 16:09,NÜFUS 300
Malatya,Yazıhan,Çavuş,40.04,"Gıda (ekmek,su,paketli gıda)",,,04227621039,,,,,,,10/02/23 16:00,
MALATYA,YEŞİLYURT,ORTAKÖY,21.94,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,,12/02/23 18:32,"GUNCEL EKSIK: Çadır////NÜFUS 200, 4-5 TANE ÇADIR"
MALATYA,YEŞİLYURT,MAHMUTLU,14.80,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,05325525523,,,,,,,12/02/23 18:22,GUNCEL EKSIK: çadır ////NÜFUS 1000
Malatya,Akçadağ,Aksaray Köyü,18.95,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05322375139,150,,,100,217,14,12/02/23 13:41,GUNCEL İHTİYAC: Temel gıda //// önceki bilgi:Deprem öncesi nüfus 324 kişi ancak şu anda neredeyse 3 katına çıkmış durumda. Hastaneye erişim var ancak hizmet alamıyorlar.
MALATYA,YEŞİLYURT,MOLLAKASIM,6.60,,,,05365199775,,,,,,,12/02/23 18:27,"GUNCEL EKSIK: Çadır, Gıda Malzemesi, Isınma Malzemesi (Kronik Hastalar İlaçlarını Alamıyor)////YARDIM GELDİ, İHTİYAÇ YOK"
MALATYA,YEŞİLYURT,KUŞDOĞAN,16.14,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,,0,12/02/23 18:15,GUNCEL EKSIK: Sağlık taramasına ihtiyaç var.////TOPLAM NÜFUS 300
Malatya,Yazıhan,Buzluk,35.58,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05437703033,,,,,,10,12/02/23 21:11,"GUNCEL EKSİK: 3000 ŞU AN NÜFUS, ÇADIR YARDIMI ////Malatyanın en büyük köyü. Normalde 2500 olan nüfus 2-3 katına çıkmış. Yardımlar yetmiyormuş."
Malatya,Akçadağ,Darıca Köyü,56.60,"Gıda (ekmek,su,paketli gıda)",,,05301194565,20,100,200,50,250,7,12/02/23 14:56,GUNCEL EKSİK: Gıda ve hijyen ////Afad çalışması yapılması gerekmemekte. Acil içme suyu ihtiyacı var.
Malatya,Yazıhan,Boztepe,40.00,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05367709995,40,,,10,17,0,12/02/23 21:08,GUNCEL EKSİK: Çadır
Kahramanmaraş,Elbistan,Ovacık,75.07,Diğer,"Isınma (El sobası, battaniye)",,05306556586,,,150,,70,0,10/02/23 15:41,
Malatya,Yazıhan,Bereketli,23.74,,,,05327488031,,,,,60,0,12/02/23 20:54,"GUNCEL EKSİK: KURU GIDA (YAĞ, MAKARNA GİBİ), GİYİNME,ISINMA(ODUN,KÖMÜR)"
Kahramanmaraş,Elbistan,Küçükyapalak,65.88,"Isınma (El sobası, battaniye)",,,,,,150,,150,20,12/02/23 15:14,GÜNCEL EKSİK: sadece temizlik-hijyen ürünlerine ihtiyaç var
Hatay,Hassa,Yenikapan,78.86,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Kıyafet(Ayakkabı, çorap, iç çam",,50,,100,20,50,15,12/02/23 15:18,"GÜNCEL: Yardımlar ulaşmış, bir ihtiyaçları kalmamış.  ////  önceki bilgi:İl tarım ile irtibattalar hayvanların yemleri için. Köye yardım gelmiş nispeten iyi durumda ve fazla yardıma ihtiyaç olmadığı sadece jeneratör olmadığı için ısınmanın hâlâ sorun olduğu belirtildi. Engelli bireyler için tekerlekli sandalye sağlanmış. Enkaz altında kalan yok, yaralılar civar illere hastanelere nakledilmiş."
Malatya,Yazıhan,Balaban,24.28,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,05359855136,,,,,150,0,12/02/23 20:49,"GUNCEL EKSIK: Isınma, kömür, odun ////Kaymakamlık ihtiyaçları dinlemiyormuş, ne gönderirsek onu alacaksınız demiş. Köy nüfusu 3'e katlanmış. Marketler kapalı, herkes aç diyor muhtar."
Kahramanmaraş,Elbistan,Köşkköy,86.06,"Isınma (El sobası, battaniye)","Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,7,7,2,7,0,12/02/23 15:06,GÜNCEL: yardım hiç gitmemiş. 8 hanelik bir köy
Malatya,Akçadağ,Çobanuşağı Köyü,43.32,"Barınma (Çadır, konteyner gibi)",,,05367221134,10,30,60,5,120,50,12/02/23 14:53,"GUNCEL EKSİK: Çadır, tüp, battaniye ////Acil çadır ihtiyacı var."
Malatya,Yazıhan,Bahçelievler,20.10,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05359605811,,,,,176,,12/02/23 20:44,GUNCEL EKSIK: YOK ////Malatya'da genel olarak şehirden köylere kaçış olmuş. 500 kişilik nüfus 3500 oldu diyor muhtar.
Malatya,Akçadağ,Çevirme Köyü,51.01,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",05396879076,10,40,80,20,80,0,10/02/23 15:11,"Acil gıda, çadır ve temizlik malzemesi ihtiyacı var. Hastaneye ulaşım var ancak bir hizmet alamıyorlar."
Malatya,Yazıhan,İriağaç,37.36,,,,04227621039,70,,,75,60,10,12/02/23 20:39,"GUNCEL EKSIK: 10 ADET ÇADIR, (ÇADIRLARI KURAMIYORLAR İNSANLAR)"
Malatya,Yazıhan,Akyazı,41.24,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05414521700,50,,,,54,0,12/02/23 20:40,"GUNCEL EKSİK:  3 ADET ÇADIR,KURU GIDA,ISINMA"
Malatya,Akçadağ,Çatalbahçe Köyü,44.04,"Barınma (Çadır, konteyner gibi)",,,05368585527,10,9,20,3,150,12,12/02/23 14:45,GUNCEL EKSİK: YOK ////Normalde köy nüfusu 216 ancak şu anda mevcut kişi sayısı 30 kişi.
Malatya,Akçadağ,Büyükköy,41.99,"Barınma (Çadır, konteyner gibi)",,,05357940299,20,,100,15,35,10,12/02/23 14:35,"GUNCEL EKSİK: Çadır, kuru gıda ////Acil çadır ihtiyacı var."
Malatya,Akçadağ,Bölüklü Köyü,34.43,"Barınma (Çadır, konteyner gibi)",,,05543067972,60,,100,50,150,4,10/02/23 14:18,Acil çadır ihtiyacı var. Köy nüfusu şu anda dışarıdan gelenlerle 2000 kişi civarında.
Malatya,Akçadağ,Bayramuşağı Köyü,38.98,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)","Barınma (Çadır, konteyner gibi)",05383696442,,,100,30,120,1,12/02/23 14:04,GUNCEL EKSİK: 15 Çadır
Malatya,Akçadağ,Bağköy,38.07,"Gıda (ekmek,su,paketli gıda)","Teknik yardım (Powerbank,el fen",,05356392156,20,,140,35,120,40,12/02/23 14:13,GUNCEL EKSİK: YOK //// Acilen elektrik sorunun çözülmesi gerek.
Malatya,Akçadağ,Aşağıörükçü Köyü,25.10,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05367428279,30,,600,60,160,4,12/02/23 14:03,"GUNCEL EKSİK: Çadır kuru gıda, ısıtıcı //// önceki bilgi:Acil çadır ihtiyacı var."
Kahramanmaraş,Elbistan,Söğütlü,64.05,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05457993777,,,2000,,500,5,12/02/23 15:35,GÜNCEL: eksik yok
Kahramanmaraş,Elbistan,Sevdilli,83.26,,,,,60,,290,,60,35,12/02/23 15:19,GÜNCEL: eksik yok
Malatya,Akçadağ,Ancar Köyü,33.79,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05315829740,200,250,400,150,160,1,12/02/23 14:01,GUNCEL EKSİK: Temel kuru gıda
Kahramanmaraş,Elbistan,Kayageçit,81.16,"Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam","Hijyen ve sağlık( Ped, bebek be",05306556586,15,,90,,65,0,12/02/23 15:00,GÜNCEL EKSİK: çay şeker bir de ayakkabı isteniyor   ////   mazot sorunu var
Kahramanmaraş,Elbistan,Keçemağara,88.11,"Barınma (Çadır, konteyner gibi)",,,05448034446,70,75,145,,150,0,10/02/23 13:04,
Malatya,Akçadağ,Altınlı Köyü,28.89,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05324882159,30,,130,40,120,15,12/02/23 13:58,GUNCEL EKSİK: Çadır
Malatya,Akçadağ,Aliçeri Köyü,35.02,,,,05355753446,,,20,300,60,0,12/02/23 13:55,"GUNCEL EKSİK:Çadır, Yiyecek, Kuru Gıda"
Kahramanmaraş,Elbistan,Karamağara,82.53,"Barınma (Çadır, konteyner gibi)",Diğer,"Isınma (El sobası, battaniye)",,175,,175,,100,15,12/02/23 14:59,GÜNCEL: ihtiyaç yok
Kahramanmaraş,Elbistan,Karahasanuşağı,80.12,Diğer,"Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,100,,350,,103,65,12/02/23 14:54,"GÜNCEL EKSİK: kuru gıda, yağ, çay,şeker,un ihtiyaçları var."
Kahramanmaraş,Elbistan,Karahüyük,58.57,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",Diğer,,350,500,650,,120,25,12/02/23 14:56,"GÜNCEL EKSİK: çadır, un, yağ, kuru gıda ve kömür ihtiyaçları var"
HATAY,YAYLADAĞI,LEYLEKLİ,30.66,"Kıyafet(Ayakkabı, çorap, iç çam","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,150,,200,100,,0,10/02/23 01:35,ACİL TEKERLEKLİ SANDALYE
Kahramanmaraş,Pazarcık,Sarıl,72.54,"Barınma (Çadır, konteyner gibi)",,,05445381490,250,,350,150,,0,12/02/23 20:00,"GÜNCEL EKSİK: 25 adet çadır, kuru gıda, çocuk  bezi, çocuk maması   ///// YARDIMA PEK GEREK OLMADIĞI SÖYLENDİ."
Hatay,Belen,Atik Köyü,32.30,"Barınma (Çadır, konteyner gibi)",,,05309347104,20,240,230,10,,0,10/02/23 01:13,Köy camisi ciddi hasar almıştır. 
Hatay,Kırıkhan,KAMBERLİKAYA,45.49,"Barınma (Çadır, konteyner gibi)",,,,,,,,,25,09/02/23 22:00,
Hatay,Kırıkhan,Gültepe,48.91,"Barınma (Çadır, konteyner gibi)",Tıbbi yardım malzemeleri,,05358456232,,,,,,0,09/02/23 22:00,İLACA İHTİYAÇLARI VAR. Çadır ve jeneratör lazım
Hatay,Kırıkhan,Danaahmetli,43.90,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",Diğer,,,,,40,,10,09/02/23 21:50,"ARAÇ SIKINTISI YIK FAKAT YAKIT ALACAK NAKİTLERİ YOK. YAKIT SIKINTISI ÇEKİYORLAR.YOLLAR KALABALIK OLDUĞU İÇİN KAPALIİLÇELERDEN GELEN ÇOK FAZLA KİŞİ VAR. ÇADIR VE ISITICILARA İHTİYAÇ VAR. Çadır, kuru gıda ve jeneratör lazım."
Hatay,Kırıkhan,Çiloğlan Köyü,41.22,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",Diğer,,150,,800,80,,4,09/02/23 21:43,"YOLLAR KAPALI, HASTANEYE ERİŞİM YOK.30DAN FAZLA CENAZE VAR. Çadır ve kuru gıda lazım"
Hatay,Kırıkhan,Çataltepe,42.66,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",Diğer,,,,350,,,,09/02/23 21:30,ped acil ihtiyaç. çataltepe- merkez arasındaki yolda taş düşmüş. ısınma için odun sobası gerekli. çadır gerekli
Gaziantep,Nurdağı,Başpınar,42.79,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05437879879,300,,,60,,10,12/02/23 13:00,"GUNCEL EKSIK: Çadır 20 tane////YOLLAR KISMEN AÇIK, KENDİ İMKANLARIYLA DÜZELTME YAPMIŞLAR. CENAZELERİ ÇOK."
Hatay,Kırıkhan,BALDIRAN,34.64,"Barınma (Çadır, konteyner gibi)",,,,,,,,,0,09/02/23 20:25,KÖYDE CENAZELERİ ÇOK. MERKEZDE OTURAN VE ÖLEN ÇOK VAR.
Hatay,Kırıkhan,BALARMUDU,53.90,"Barınma (Çadır, konteyner gibi)","Teknik yardım (Powerbank,el fen",Tıbbi yardım malzemeleri,,120,,200,,,25,09/02/23 20:03,"YARALILARI VAR, HASTANEYE ERİŞİM YOK"
Hatay,Kırıkhan,AYGIRGÖLÜ,50.85,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Isınma (El sobası, battaniye)",,,,200,30,,,09/02/23 19:55,"ISINMA SIKINTISI VAR.
ÇADIR VE ISITICI GEREK."
Hatay,Kırıkhan,ARKITÇA,35.60,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05077747522,20,,160,40,,25,09/02/23 20:13,"YOLLAR KAPALI!!!
40 ADET ÇADIRA İHTİYAÇLARI VAR."
Hatay,Kırıkhan,ALABEYLİ,40.62,"Barınma (Çadır, konteyner gibi)",Diğer,"Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,8,09/02/23 19:43,ACİL ÇADIRA İHTİYAÇLARI VAR!!!
HATAY,ARSUZ,AŞAĞI KEPİRCE,35.45,"Isınma (El sobası, battaniye)","Barınma (Çadır, konteyner gibi)",,,,,,,,,10/02/23 00:18,"MUHTAR TÜM AİLSESİNİ KAYBETTİĞİNDEN SORULARI CEVAPLAYACAK DURUMDA DEĞİLDİ. edit: Gıda, çadır, ısıtıcı, kadın ve çocuk iç giyime ihtiyaç var"
Hatay,Kırıkhan,Aktutan,34.55,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,2,16/02/23 21:20,GÜNCEL EKSİK: ihtiyaç yok /////////   YOLLAR TRAFİK NEDENİYLE KAPALI.ÇOCUK KIYAFETİNE İHTİYAÇLARI VAR.20 ÇADIRA İHTİYAÇLARI VAR.ENKAZ ALTINDAKİ KİŞİ ÖLMÜŞ. ÇADIR LAZIM
Hatay,Arsuz,Arpagedik,31.35,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05352161925,,,,,,0,10/02/23 00:15,"GIDA, ÇADIR İHTİYACI, EVE GİREMİYOLARMIŞ. edit: Afaddan yardım gelmemiş çadır ve gıda ihtiyacı var"
Hatay,Kırıkhan,Camızkışlası,57.98,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,,,09/02/23 22:40,"MERKEZDEN GELEN ÇOK FAZLA KİŞİ VAR. NET SAYI YOK. KALACAK YERLERİ YOK. Çadır, kuru gıda battaniye lazım"
Hatay,Arsuz,Arpaderesi,35.93,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",05373635315,,,,,,4,10/02/23 12:08,"MERKEZE YAKIN BİR KÖY. GIDA VE ÇADIRA ÇOK İHTİYAÇ VAR. edit: Sadece bisküvi yardımı olmuş. Çadır, gıda ve su ihtiyacı var"
Hatay,Kırıkhan,Gölbaşı,43.60,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Hijyen ve sağlık( Ped, bebek be",,600,,1500,100,,,16/02/23 21:20,GÜNCEL EKSİK: çadır   /////////////    ÇOK BEBEK VAR. MAMAYA İHTİYAÇLARI VAR.ENKAZ SAYISI BİLİNMİYOR AMA FAZLA.YAKITA İHTİYAÇLARI VAR. Çadır lazım
Hatay,Yayladağı,ÇAKI,22.12,,,,05372563465,100,,600,100,,0,10/02/23 00:03,ACİL YAKIT İHTİYACI
Hatay,Yayladağı,ÇABALA,34.51,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",Diğer,,,,400,50,,4,09/02/23 23:58,ACİL YAKIT SIKINTISI VAR.
Hatay,Samandağ,Yaylıca,13.42,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05355166105,1000,2500,2800,800,,0,12/02/23 13:30,"!EKSİKLER: temizlik malzemesi, sıvı sabun, diş macunu, tuvalet kağıdı, çadır, havlu, diş fırçası, şampuan"
Hatay,Reyhanlı,Tayfursökmen,22.53,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05327047202,,,,,,,12/02/23 17:00,"GÜNCEL EKSİK: YARDIM GİTMEMİŞ. ÇADIR VE KURU GIDA İSTENİYOR.    ////   ÇADIR VERİLMİŞ AMA YETERSİZ. SU, GIDA, EKMEK ACİL İHTİYAÇ. edit: ÇADIR VE KURU GIDA İHTİYACI VAR"
Hatay,Reyhanlı,Suluköy,25.95,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05317142424,,,,,,,09/02/23 23:23,"NÜFUS 300. AFAD 3 ÇADIR VERMİŞ AMA YETERSİZ. edit: KURU GIDA, ÇADIR, BATTANİYE, SU İHTİYACI VAR"
HATAY,SAMANDAĞ,KUŞALANI,17.84,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05356504888,,,,,,15,09/02/23 23:35,6 KİŞİ HALA ENKAZDA 
Gaziantep,Islahiye,Telli Köyü,68.70,"Kıyafet(Ayakkabı, çorap, iç çam","Teknik yardım (Powerbank,el fen","Isınma (El sobası, battaniye)",05379223997,,,,,,7,09/02/23 23:28,
HATAY,SAMANDAĞ,FİDANLI,13.49,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",,05322656033,,,,,,,09/02/23 23:31,"Hastane yıkıldığı için ulaşılmıyor 
"
HATAY,SAMANDAĞ,ÇAMLIYAYLA,18.50,Diğer,,,05387432069,,,,,,0,09/02/23 23:23,"araç var fakat, yakıt yok
hasarlı binalar var
yollar kapalı"
Gaziantep,Islahiye,Örtülü Köyü,58.80,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",Diğer,05324580079,,,,,,0,09/02/23 23:20,
Hatay,Reyhanlı,Oğulpınar,44.80,"Gıda (ekmek,su,paketli gıda)",,,05376302651,,,,,,,12/02/23 17:30,GÜNCEL EKSİK: acil çadır gerekli.   ////  AFADDAN 3 ÇADIR VERİLMİŞ AMA YETERSİZ. 300 NÜFUS.
Hatay,Samandağ,ÇANAKOLUK,9.99,"Hijyen ve sağlık( Ped, bebek be","Gıda (ekmek,su,paketli gıda)",,05383387400,,,,,,,09/02/23 23:12,"Elektrik, su yok şebeke sıkıntılı, mazot ihtiyacı var
hayvanlara yem ihtiyacı var
Hasarlı binalar var"
Hatay,Reyhanlı,Paşaköy,31.18,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Teknik yardım (Powerbank,el fen",05383312947,,,,,,,13/02/23 18:42,"GÜNCEL EKSİK: çadır, kuru gıda, battaniye.  sağlık taraması yapılmadı ama durum iyi  /////YARDIM GİTMEMİŞ. ACİL İHTİYAÇLAR: ÇADIR, BATTANİYE, KURU GIDA    ////  ÇADIR, ISITICI, BATTANİYE, ÇOCUK BEZİ İHTİYAÇLARI VAR"
Hatay,Reyhanlı,Paşahöyük,33.43,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05366965151,,,,,,,12/02/23 18:37,"GÜNCEL EKSİK: gıda,  su, 20 çadır, odun. yardımlar yetersiz. 2 yatalak hasta var.    /////   ODUN, GIDA, SU, ISITICI, ÇADIR İHTİYAÇLARI DEVAM EDİYOR     ////  1000 NÜFUS VAR. ÇOCUK KIYAFETİ İHİTYACI VAR. edit:İÇEÇEK, GIDA, EKMEK, ISITICI VEYA ODUN, 10 TANE ÇADIR, SU İHTİYACI VAR"
Hatay,Reyhanlı,Kumtepe,23.10,,,,,,,,,,,12/02/23 17:00,GÜNCEL EKSİK: acilen çadır isteniyor. köyde sular akmıyor.    ////  1 YENİ TIR GEMİŞ. ŞU ANLIK YARDIM İHTİYACI YOK. edit: Çadır ve su ihtiyaçları var
Hatay,Reyhanlı,Kuletepe,28.60,"Gıda (ekmek,su,paketli gıda)",,,05355073405,,,,,,,13/02/23 18:32,"GÜNCEL EKSİK: 20 çadır. sağlık taraması yapılmadı ama durum iyi. ////  çadır ve battaniye ihtiyacı devam ediyor.     /////   SU İHTİYACI VAR. edit:ÇADIR, BATTANİYE İHTİYAÇLARI VAR"
Hatay,Reyhanlı,Karahöyük,30.70,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be","Barınma (Çadır, konteyner gibi)",05317142424,,,,,,0,13/02/23 18:27,"GÜNCEL EKSİK: hiçbir yardım gitmemiş önceden de belirtilen ihtiyaçlar acil isteniyor.     2 JENERATÖR, 10 ÇADIR, İÇME SUYU, YAŞLILARA VE ÇOCUKLARA BEZ, KADIN PEDİ İHTİYACI VAR. edit: EN AZ 1 ADET JENERATÖR, GIDA, BATTANİYE, ISITICI, İÇ ÇAMAŞIRI, ÇADIR"
Gaziantep,Islahiye,Yesemek Köyü,59.32,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Kıyafet(Ayakkabı, çorap, iç çam",05333025700,,,,80,,0,09/02/23 23:01,İhtiyaç Yok.
Hatay,Reyhanlı,Harran,40.44,,,,05353133025,,,,,,,12/02/23 16:00,"GÜNCEL EKSİK: çadır, kuru gıda. yardım gitmemiş.    ////   İHTİYAÇ YOK DENDİ. ACİL İHTİYAÇLAR: ÇADIR, KURU GIDA"
Hatay,Reyhanlı,Göktepe,30.77,,,,05077053127,,,,,,,13/02/23 18:22,"GÜNCEL EKSİK: çadır, ısıtıcı . sağlık taraması yapılmadı ama durum iyi  //// 15-20 paket kuru gıda. çadır gerekli  ////  YOLLAR GÖÇÜK ALTINDA. KAYIPLAR VAR. ACİL YARDIM BÖLGESİ. ÇOK ACİL ÇADIR İHTİYAÇLARI VAR"
Hatay,Samandağ,BÜYÜKOBA,18.91,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,05355763386,,,,,,0,09/02/23 23:01,"araç sıkıntısı yok, yakıt sıkıntısı var
yıkılan bina yok fakat sadece hastaneler yıkılmış"
Hatay,Reyhanlı,Gazimürsel,37.32,,,,05317142424,,,,,,,12/02/23 16:00,GÜNCEL EKSİK: 5 adet çadır       /////   YARDIMA İHTİYAÇ YOK DENDİ.
Hatay,Reyhanlı,Fevzipaşa,43.00,,,,05353369804,,,,,,,12/02/23 16:00,GÜNCEL: sadece çadır   //////  İHTİYAÇ YOK DENDİ.
Hatay,Reyhanlı,Davutpaşa,42.11,"Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",05337297119,,,,,,,13/02/23 18:17,"GÜNCEL EKSİK: battaniye, soba, çadır.  sağlık taraması yapılmadı ama durum iyi //// çadır, battaniye, ısıtıcı  1000 KİŞİLİK NÜFUS, 1000 SURİYELİ"
Hatay,Reyhanlı,Cilvegözü,43.22,,,,05356660959,,,,,,,09/02/23 22:57,"NET İLGİ EDİNİLMEDİ. ENKAZ VE ÖLÜ YOK. YARDIM GİTMEMİŞ. ACİL İHTİYAÇ: BATTANİYE, ERZAK, ÇOCUK BEZİ, ÇADIR"
Hatay,Reyhanlı,Bükülmez,44.96,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam","Isınma (El sobası, battaniye)",05308719700,,,,,,,13/02/23 18:07,"GÜNCEL EKSİK: kuru gıda, un, battaniye, çadır.  sağlık taraması yapılmadı ama durum iyi //// battaniye ve çadır acilen isteniyor. ////2000 NÜFUS. HİÇ KİMSE GİTMEMİŞ. ACİL İHTİYAÇLAR: ÇADIR, BATTANİYE, EKMEK, SU"
Hatay,Reyhanlı,Beşaslan,29.72,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,05362409812,,,,,,,13/02/23 18:03,"GÜNCEL EKSİK: battaniye, çadır, kuru gıda.  sağlık taraması yapıldı durum iyi //// çadır ve gıda hala gitmemiş. Kıyafet istenmiyor. //// 450 HANE VAR. ENKAZ ALTINDA 5-6 HANE VAR. GİYİM İHTİYACI YOK.ACİL İHTİYAÇLAR: GIDA VE ÇADIR İHTİYAÇLARI VAR. KIYAFET İSTENMİYOR."
Hatay,Reyhanlı,Akyayla,40.52,,,,05365426486,,,,,,,12/02/23 15:45,"GÜNCEL EKSİK: çadır. diğer eksikler karşılanmış.   ////  HERHANGİBİR YARDIM GİTMEMİŞ. ACİL İHTİYAÇLAR: ÇADIR, KURU GIDA"
Hatay,Reyhanlı,Ahmetbeyli,34.70,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,05374245148,,,,,,6,12/02/23 15:00,GÜNCEL: Yardımlar ulaşmış şu an bir sıkıntı yok
Hatay,Samandağ,Batıayaz,15.71,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",05353362838,,,,,,0,09/02/23 22:43,Evler hasarlı olduğundan dolayı insanlar dışarıda.
